"","income","age","capital_gain","capital_loss","hours_per_week","workclass","education","marital.status","occupation","relationship","race","sex","native.country"
"16394","0",37,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"16396","0",19,"None","None",25," Private"," Dropout","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"16397","0",52,"None","None",40," Other-gov"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16398","0",25,"None","None",45," Self-Employed"," Associates","Married"," Service"," Wife","White"," Female","United-States"
"16400","0",21,"None","None",40," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"16401","0",41,"None","None",60," Self-Employed"," Associates","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16403","0",24,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"16404","0",23,"None","None",35," Private"," HS-Graduate","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"16405","0",33,"None","None",40," Private"," HS-Graduate","Married"," Management"," Wife","White"," Female","United-States"
"16406","0",50,"None","None",40," Other-gov"," HS-Graduate","Not-Married"," Administration"," Unmarried","Amer-Indian"," Female","United-States"
"16408","0",19,"None","None",10," Federal-gov"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"16409","0",40,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16410","0",30,"None","Low",70," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Unmarried","White"," Female","United-States"
"16411","0",65,"None","None",20," Private"," Dropout","Married"," Service"," Husband","White"," Male","United-States"
"16412","0",44,"None","None",48," Federal-gov"," Bachelors","Married"," Management"," Husband","Black"," Male","United-States"
"16413","0",32,"None","None",45," Private"," Bachelors","Not-Married"," Sales"," Not-in-family","White"," Male","United-States"
"16414","0",28,"None","None",55," Private"," Dropout","Married"," High-Service"," Husband","White"," Male","United-States"
"16415","0",39,"None","None",55," Other-gov"," Associates","Not-Married"," Service"," Unmarried","White"," Female","United-States"
"16416","0",59,"None","None",40," Private"," HS-Graduate","Widowed"," Administration"," Unmarried","White"," Female","United-States"
"16417","0",34,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16418","0",20,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16419","0",33,"None","None",40," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"16420","0",31,"None","None",44," Private"," Associates","Not-Married"," Service"," Not-in-family","White"," Female","United-States"
"16421","0",39,"None","None",43," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16422","0",35,"None","None",45," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"16423","0",37,"None","High",40," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16424","0",28,"None","None",65," Private"," Associates","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"16425","0",17,"None","None",15," Private"," Dropout","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"16426","0",23,"None","None",60," Private"," Bachelors","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"16427","0",19,"None","None",20," Private"," HS-Graduate","Never-Married"," Sales"," Own-child","White"," Male","United-States"
"16428","0",30,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16429","0",27,"None","None",40," Private"," Bachelors","Never-Married"," Administration"," Not-in-family","White"," Female","United-States"
"16431","0",43,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Female","United-States"
"16432","0",41,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16433","0",34,"None","None",50," Self-Employed"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16434","0",23,"None","None",45," Private"," HS-Graduate","Never-Married"," Administration"," Not-in-family","White"," Male","United-States"
"16435","0",51,"None","None",20," Private"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"16436","0",24,"None","None",40," Private"," Associates","Never-Married"," Management"," Own-child","White"," Male","United-States"
"16437","0",24,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"16438","0",24,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16439","0",31,"None","None",50," Private"," Dropout","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16440","0",38,"None","None",47," Other-gov"," HS-Graduate","Widowed"," Blue-Collar"," Not-in-family","Black"," Female","United-States"
"16441","0",25,"None","None",50," Private"," Bachelors","Never-Married"," Management"," Not-in-family","White"," Male","United-States"
"16442","0",29,"None","None",40," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"16443","0",29,"None","None",50," Private"," HS-Graduate","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"16444","0",24,"None","None",40," Private"," Associates","Never-Married"," Administration"," Own-child","Asian"," Female","Asia-Emerging"
"16445","0",31,"None","None",30," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"16446","0",36,"None","None",45," Private"," HS-Graduate","Not-Married"," Management"," Not-in-family","White"," Male","United-States"
"16447","0",25,"None","None",40," Private"," Bachelors","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"16448","0",55,"None","None",40," Private"," HS-Graduate","Not-Married"," Administration"," Unmarried","White"," Female","United-States"
"16449","0",21,"None","None",40," Private"," HS-Graduate","Never-Married"," Sales"," Other-relative","White"," Female","Western-Frontier"
"16450","0",60,"None","None",45," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16451","0",41,"None","None",40," Private"," Associates","Not-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16452","0",43,"None","None",40," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16453","0",47,"None","None",40," Private"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","United-States"
"16454","0",50,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16455","0",23,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","Western-Emerging"
"16457","0",30,"None","None",40," Private"," Associates","Never-Married"," Sales"," Not-in-family","White"," Male","Western-Developed"
"16458","0",35,"None","None",40," Private"," HS-Graduate","Not-Married"," Service"," Unmarried","White"," Female","United-States"
"16459","0",25,"None","None",35," Private"," HS-Graduate","Not-Married"," High-Service"," Unmarried","White"," Female","United-States"
"16460","0",61,"None","None",20," Private"," Prof-School","Married"," Management"," Husband","White"," Male","United-States"
"16462","0",35,"None","None",40," Other-gov"," HS-Graduate","Not-Married"," High-Service"," Unmarried","White"," Female","United-States"
"16463","0",35,"None","None",40," Federal-gov"," HS-Graduate","Not-Married"," High-Service"," Unmarried","White"," Female","United-States"
"16464","0",38,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","Western-Developed"
"16465","0",27,"None","None",40," Self-Employed"," Associates","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16466","0",51,"None","None",35," Private"," Dropout","Widowed"," Service"," Unmarried","White"," Female","Western-Emerging"
"16467","0",55,"None","None",40," Self-Employed"," Associates","Not-Married"," Sales"," Not-in-family","White"," Female","United-States"
"16468","0",45,"None","High",55," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"16469","0",33,"None","None",40," Private"," Associates","Married"," Administration"," Wife","Black"," Female","United-States"
"16470","0",25,"None","None",40," Other-gov"," HS-Graduate","Never-Married"," Service"," Not-in-family","Black"," Male","United-States"
"16471","0",46,"None","None",17," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Own-child","White"," Female","United-States"
"16472","0",34,"Low","None",20," Private"," HS-Graduate","Married"," Sales"," Wife","White"," Female","United-States"
"16473","0",52,"None","None",40," Other-gov"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"16474","0",47,"None","None",40," Private"," HS-Graduate","Not-Married"," Service"," Unmarried","White"," Female","United-States"
"16475","0",46,"None","None",40," Private"," Bachelors","Not-Married"," High-Service"," Not-in-family","Black"," Female","United-States"
"16477","0",36,"None","None",65," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16478","0",31,"Low","None",40," Private"," HS-Graduate","Never-Married"," Administration"," Not-in-family","White"," Male","United-States"
"16479","0",38,"None","Low",40," Other-gov"," Bachelors","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16480","0",57,"None","None",35," Other-gov"," HS-Graduate","Not-Married"," Management"," Unmarried","White"," Female","United-States"
"16481","0",24,"None","None",20," Private"," Associates","Never-Married"," Sales"," Own-child","White"," Male","United-States"
"16482","0",37,"None","None",45," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"16483","0",38,"None","None",40," Private"," Associates","Not-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"16484","0",34,"None","None",40," Other-gov"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","Black"," Male","United-States"
"16485","0",21,"None","None",40," Private"," HS-Graduate","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"16486","0",21,"None","None",20," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"16487","0",61,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16488","0",35,"None","None",45," Private"," HS-Graduate","Married"," Administration"," Husband","White"," Male","United-States"
"16489","0",29,"None","None",55," Private"," HS-Graduate","Never-Married"," Sales"," Not-in-family","Black"," Male","Western-Developed"
"16491","0",41,"None","None",45," Other-gov"," HS-Graduate","Not-Married"," Management"," Own-child","White"," Male","United-States"
"16492","0",38,"None","None",17," Private"," Dropout","Never-Married"," Service"," Unmarried","White"," Female","United-States"
"16493","0",51,"None","None",50," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16494","0",55,"None","None",40," Private"," HS-Graduate","Married"," Service"," Other-relative","Asian"," Male","Asia-Emerging"
"16495","0",20,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Female","United-States"
